Timestamp,Application ID,Number of User Requests,CPU Usage (%),Memory Usage (%),Disk I/O,Network Traffic
2024-01-01 00:00:00,1,599,60.35318040938246,19.486873708598104,1.494809114408227,326.37066776546686
2024-01-01 00:00:00,2,832,49.57146892546872,52.24926083035699,131.57232063449152,231.63783625623094
2024-01-01 00:00:00,3,595,57.5705363786405,57.21928194466638,88.98868827192392,307.0117304361404
2024-01-01 00:00:00,4,817,16.03098863199498,50.4005467960806,0.8118895273477733,45.141696637860775
2024-01-01 00:00:00,5,893,73.23213880933625,39.456795294071945,152.98493429020698,247.85645404003816
2024-01-01 01:00:00,1,472,35.48512373693069,75.25168206854364,144.62986691496548,115.36840225342641
2024-01-01 01:00:00,2,510,49.43184275413671,67.10403932927824,92.55673866522893,153.68090566932588
2024-01-01 01:00:00,3,678,37.872860461886624,65.03616131544419,137.5931801616751,310.67292840194034
2024-01-01 01:00:00,4,355,65.68569506527504,28.63951248217645,73.98954932729595,279.50214592691725
2024-01-01 01:00:00,5,610,71.17856128234803,72.26420650088436,42.84543155828159,202.1405321537975
2024-01-01 02:00:00,1,629,53.73533528954157,38.96283708215107,39.44140353596094,254.3479378670093
2024-01-01 02:00:00,2,1060,47.93025133636148,100.0,229.67850195666955,348.5999883636461
2024-01-01 02:00:00,3,462,42.47682162477953,61.114577498252416,75.43682968620845,515.5537877385632
2024-01-01 02:00:00,4,548,24.695759280036068,48.98115441873194,104.84330162379378,209.53033991536176
2024-01-01 02:00:00,5,884,19.760294188635186,52.776495142826775,76.07047241847037,70.45207345761494
2024-01-01 03:00:00,1,804,34.89234135293355,100.0,136.5382059533262,219.98104337187135
2024-01-01 03:00:00,2,107,57.38662042312262,53.257201677299804,72.45088054672152,277.5819606275069
2024-01-01 03:00:00,3,211,16.211640210395174,50.99069765751999,144.4533163085576,251.36599688707838
2024-01-01 03:00:00,4,620,87.71577032971054,45.47649424638478,192.26998406251894,278.10089546071515
2024-01-01 03:00:00,5,486,41.723647278916076,53.867504211357314,160.15777799683417,294.6335562864714
2024-01-01 04:00:00,1,453,37.76964394016103,38.71504802685223,100.71365339182171,226.402008133367
2024-01-01 04:00:00,2,478,52.42093899761368,67.22414112132066,66.72983560649608,264.2908331366767
2024-01-01 04:00:00,3,447,73.93773527833125,57.00705161006724,195.4298935845349,113.95294105914554
2024-01-01 04:00:00,4,802,19.108005461887533,49.065010921945955,151.43493579449498,136.54786765660586
2024-01-01 04:00:00,5,490,73.43604340835358,46.8497202441983,125.44174472704034,148.56587394293877
2024-01-01 05:00:00,1,1812,35.603630479135205,100.0,81.88192523105705,621.3208359192606
2024-01-01 05:00:00,2,729,59.93163341099852,64.83775500761628,62.678146420112476,224.73327303058838
2024-01-01 05:00:00,3,625,44.60705295516987,38.80675101631496,145.0731067415903,282.619298919028
2024-01-01 05:00:00,4,469,73.04501303745496,34.005142237789364,53.914108175904246,264.5183496480902
2024-01-01 05:00:00,5,398,59.962724532802525,35.545742632284316,116.36598713639447,164.13800506369483
2024-01-01 06:00:00,1,815,31.535335077781916,80.84219905135751,79.64818435366098,273.24921027798024
2024-01-01 06:00:00,2,611,15.710918925496863,42.35245818358049,119.80160897714642,214.77305032642306
2024-01-01 06:00:00,3,617,45.96684174600647,43.958026985210125,137.35679516043731,360.59040565382804
2024-01-01 06:00:00,4,392,48.36731279977512,20.254204135851424,220.91778767862257,284.38287744856245
2024-01-01 06:00:00,5,560,49.011419195850344,72.53353358860258,125.48419203731082,279.821695357066
2024-01-01 07:00:00,1,653,22.966307887673327,90.12185776318246,134.31592284783505,228.87236628250233
2024-01-01 07:00:00,2,68,53.136884873829565,92.15606908848355,65.98250877486318,177.61298655063837
2024-01-01 07:00:00,3,499,96.24963811032158,30.995883992742353,117.38161305287522,247.48973243823917
2024-01-01 07:00:00,4,534,42.66794860322512,8.111249465701945,98.44198175992612,164.86650645442882
2024-01-01 07:00:00,5,434,60.15300197101446,37.145693557794715,130.39457546082676,307.3380115138631
2024-01-01 08:00:00,1,406,30.482534940453345,91.23007153272795,105.29472265576172,34.51125637717038
2024-01-01 08:00:00,2,410,10.288073681959673,38.47515594242113,89.84436756367934,340.4522839447718
2024-01-01 08:00:00,3,679,69.18885417993175,81.14487927447117,61.15652582089099,0.0
2024-01-01 08:00:00,4,756,53.707933129355226,47.37639691470319,162.31649055374723,201.7752546173286
2024-01-01 08:00:00,5,406,27.926104596914257,83.9482445287717,157.88817093685608,153.41221552202518
2024-01-01 09:00:00,1,608,71.07283593215679,74.16732461186285,129.22064902362422,103.99537047205362
2024-01-01 09:00:00,2,846,46.48858211046839,51.81989252299131,74.07865063468338,366.33888365929977
2024-01-01 09:00:00,3,670,36.63277447655362,61.22962019792706,56.62090169817938,255.5360204002943
2024-01-01 09:00:00,4,465,62.63800678315626,41.37997788334122,42.24957513000487,135.14783704953464
2024-01-01 09:00:00,5,119,65.72957037921596,33.500357166567284,137.68868191646098,211.14848171510778
2024-01-01 10:00:00,1,407,31.01202222336114,70.48125051622925,198.82202922577426,187.72910664042757
2024-01-01 10:00:00,2,469,63.15872585506152,79.08239506796855,122.00419624488381,301.88140036084707
2024-01-01 10:00:00,3,395,37.794881992710465,89.52345160508641,56.11888049252547,137.01281527284826
2024-01-01 10:00:00,4,309,31.91198995338261,36.48124670392346,0.0,365.16389486858793
2024-01-01 10:00:00,5,793,57.42918107902032,56.45864429676687,97.46366617514605,268.1968860493475
2024-01-01 11:00:00,1,406,100.0,61.85053898402366,21.78791941444743,209.33723742766512
2024-01-01 11:00:00,2,1128,100.0,100.0,22.737795009072666,154.09669881338976
2024-01-01 11:00:00,3,195,55.19602421189728,95.92766491890838,127.73660344242789,67.80741199205278
2024-01-01 11:00:00,4,191,33.684245496628556,76.45096925663321,29.57842548158196,187.9728060674234
2024-01-01 11:00:00,5,423,51.70499952585694,51.39095673405691,117.65181917825332,326.3261422331151
2024-01-01 12:00:00,1,548,59.866358017617785,65.56722152333276,180.8606287484312,86.97962753260762
2024-01-01 12:00:00,2,823,56.6892012819401,50.28640796071323,112.35164351116691,173.77895699655284
